# 	 	 x 	 	 y
1		1.43495		1.39317
2		0.964411		1.75212
3		-0.255037		-1.98367
4		-0.976318		1.74551
5		-1.97936		0.286595
6		-1.79972		-0.872361
7		-0.557632		-1.92069
8		1.71501		1.02896
9		-1.11356		-1.66132
10		1.65757		-1.11913
11		-1.38274		1.445
12		1.03498		-1.71138
13		0.325868		-1.97327
14		1.98239		0.264842
15		0.981902		1.74237
16		-1.79639		-0.879187
17		-0.365291		1.96636
18		-1.91755		-0.568327
19		1.98819		0.216991
20		-1.73302		-0.998317
21		1.83729		0.790175
22		0.058472		-1.99915
23		0.211263		1.98881
24		0.697619		1.87439
25		-1.99819		0.0850951
26		0.0759767		-1.99856
27		-1.98284		0.261411
28		-1.9987		0.0721191
29		-0.0991519		1.99754
30		0.134758		1.99545
31		-1.96868		0.352563
32		-1.72202		-1.01718
33		-1.48509		-1.33959
34		-1.74977		-0.96866
